rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
743,1648.01,1648,376353509,376353509,1,PC,03h01m36.28s,45.401179,,,+69d13m47.73s,69.229924,,,16.325,0.036,-0.036,0,1,5.432,0.05,-0.05,0,1,2458796.283,0.00435,-0.00435,0,1,7.33149,0.00019,-0.00019,0,1,1.449,0.206,-0.206,0,1,790,2.18018,-2.18018,0,1,2.49473,0.215782,-0.215782,0,1,15.977,,,,,556,,,,,9.5831,0.006,-0.006,0,1,69.835,0.1643,-0.1643,0,1,4871.6,52.4,-52.4,0,1,4.48,0.09,-0.09,0,1,0.84,0.06,-0.06,0,1,1/29/2020 22:18,11/17/2020 12:00
744,1649.01,1649,116608612,116608612,1,APC,05h42m39.17s,85.66321,,,+35d11m08.55s,35.185708,,,-2.544,0.081,-0.081,0,1,-20.51,0.062,-0.062,0,1,2458817.819,0.00046,-0.00046,0,1,3.45572,0.00012,-0.00012,0,1,2.179,0.131,-0.131,0,1,6250,2.12432,-2.12432,0,1,15.8322,0.575766,-0.575766,0,1,2783.93,,,,,2023,,,,,9.17041,0.006,-0.006,0,1,267.683,3.777,-3.777,0,1,8170,258.8,-258.8,0,1,4.24,0.08,-0.08,0,1,1.78,0.06,-0.06,0,1,1/29/2020 22:18,11/30/2020 3:13
745,165.01,165,350743714,350743714,1,APC,05h55m32.69s,88.886226,,,-57d17m26.68s,-57.290745,,,2.812,0.056,-0.056,0,1,-39.619,0.049,-0.049,0,1,2459179.576,0.000218,-0.000218,0,1,7.757644,0.000003,-0.000003,0,1,3.2,0.235,-0.235,0,1,7860,0.802996,-0.802996,0,1,17.4253,,,0,1,160.673,,,,,,,,,,9.6686,0.007,-0.007,0,1,210.311,1.1585,-1.1585,0,1,6038,54,-54,0,1,3.96,0.11,-0.11,0,1,1.91,,,0,1,9/5/2018 18:34,1/29/2021 10:00
746,1650.01,1650,122485078,122485078,1,FP,05h07m24.31s,76.851285,,,+36d16m30.31s,36.275085,,,3.558,0.076,-0.076,0,1,-0.776,0.047,-0.047,0,1,2458822.099,0.00422,-0.00422,0,1,9.1505,0.0034,-0.0034,0,1,2.986,0.385,-0.385,0,1,1370,2.84901,-2.84901,0,1,11.1497,0.696148,-0.696148,0,1,272.763,,,,,1132,,,,,10.0106,0.006,-0.006,0,1,463.156,9.894,-9.894,0,1,7719,139.9,-139.9,0,1,3.74,0.08,-0.08,0,1,3.02,0.11,-0.11,0,1,1/29/2020 22:18,3/4/2020 12:58
747,1651.01,1651,138168780,138168780,1,KP,06h19m10.31s,94.792955,,,+73d49m39.24s,73.827567,,,-16.643,0.055,-0.055,0,1,-22.593,0.111,-0.111,0,1,2458817.585,0.00012,-0.00012,0,1,3.764988,0.000004,-0.000004,0,1,3.008031,0.010644,-0.010644,0,1,13524.20673,52.937763,-52.937763,0,1,17.79184,0.730483,-0.730483,0,1,1290.130625,,,,,1528.544796,,,,,9.88278,0.006,-0.006,0,1,235.479,2.418,-2.418,0,1,6724,164,-164,0,1,4.29,0.09,-0.09,0,1,1.4177,0.058093,-0.058093,0,1,1/29/2020 22:18,9/23/2020 10:00
748,1652.01,1652,154867950,154867950,1,PC,12h33m25.13s,188.3547,,,+84d40m44.25s,84.678957,,,-124.769,0.039,-0.039,0,1,-43.92,0.036,-0.036,0,1,2458683.897,0.00228,-0.00228,0,1,0.66647,0.00002,-0.00002,0,1,1.21,0.408,-0.408,0,1,210,1.25051,-1.25051,0,1,3.37304,0.311146,-0.311146,0,1,3908.41,,,,,2202,,,,,8.68013,0.006,-0.006,0,1,130.942,0.357,-0.357,0,1,5329,131.1,-131.1,0,1,3.8,0.08,-0.08,0,1,1.99,0.11,-0.11,0,1,1/29/2020 22:18,1/9/2021 12:01
749,1653.01,1653,156724719,156724719,1,PC,04h48m07.64s,72.031822,,,+39d58m00.97s,39.966936,,,1.4,1.5,-1.5,0,1,-7,1.5,-1.5,0,1,2458818.128,0.00148,-0.00148,0,1,10.95475,0.00104,-0.00104,0,1,3.775,0.267,-0.267,0,1,4140,294.094,-294.094,0,1,,,,0,1,943.085,,,,,1543,,,,,9.353,0.006,-0.006,0,1,408.36,,,0,1,7106.5,152.6,-152.6,0,1,,,,0,1,,,,0,1,1/29/2020 22:18,11/17/2020 12:00
750,1654.01,1654,258829450,258829450,1,PC,19h10m39.97s,287.666559,,,+66d46m05.1s,66.768082,,,5.504,0.218,-0.218,0,1,-18.433,0.251,-0.251,0,1,2458685.407,0.00903,-0.00903,0,1,1.83509,0.00019,-0.00019,0,1,2.482,0.442,-0.442,0,1,150,0.57449,-0.57449,0,1,3.17156,0.76454,-0.76454,0,1,1202.21,,,,,1640,,,,,10.1556,0.006,-0.006,0,1,304.865,12.8035,-12.8035,0,1,5286.9,723.2,-723.2,0,1,,,,0,1,2.56,0.59,-0.59,0,1,1/29/2020 22:18,1/31/2020 12:00
751,1655.01,1655,266500992,266500992,1,PC,04h04m41.34s,61.172234,,,+52d15m25.17s,52.256992,,,5.89,0.071,-0.071,0,1,-16.735,0.048,-0.048,0,1,2458819.71,0.00524,-0.00524,0,1,3.27767,0.00135,-0.00135,0,1,3.071,0.488,-0.488,0,1,1050,2.581,-2.581,0,1,3.67705,0.289268,-0.289268,0,1,573.692,,,,,1363,,,,,10.3309,0.006,-0.006,0,1,165.314,0.987,-0.987,0,1,5411,153.9,-153.9,0,1,4.29,0.09,-0.09,0,1,1.15,0.06,-0.06,0,1,1/29/2020 22:18,11/17/2020 12:00
752,1656.01,1656,267694283,267694283,1,APC,04h12m55.2s,63.230018,,,+53d41m13.38s,53.68705,,,-2.732,0.084,-0.084,0,1,-31.536,0.07,-0.07,0,1,2458822.557,0.00128,-0.00128,0,1,,,,0,1,8.273,0.32,-0.32,0,1,6400,42.4629,-42.4629,0,1,12.8378,1.08497,-1.08497,0,1,1892.5,,,,,1837,,,,,8.54941,0.006,-0.006,0,1,106.477,0.6835,-0.6835,0,1,6324,127.6,-127.6,0,1,4.34,0.09,-0.09,0,1,1.26,0.06,-0.06,0,1,1/29/2020 22:18,11/30/2020 3:13
753,1657.01,1657,27677846,27677846.01,1,FP,04h25m28.83s,66.370139,,,+46d21m57.25s,46.365902,,,-59.115,0.092,-0.092,0,1,9.559,0.042,-0.042,0,1,2458821.449,0.00449,-0.00449,0,1,5.62583,0.00223,-0.00223,0,1,3.422,0.652,-0.652,0,1,1360,103.146,-103.146,0,1,4.01095,0.915215,-0.915215,0,1,1320.9,,,,,1679,,,,,9.5668,0.006,-0.006,0,1,78.7137,0.33005,-0.33005,0,1,5304,123,-123,0,1,4.6,0.08,-0.08,0,1,0.79,0.04,-0.04,0,1,1/29/2020 22:18,3/4/2020 12:58
754,1658.01,1658,286561122,286561122,1,PC,04h23m30.29s,65.876229,,,+35d29m42.39s,35.495109,,,-2.883,0.124,-0.124,0,1,-12.716,0.08,-0.08,0,1,2458817.944,0.00457,-0.00457,0,1,0.67994,0.00033,-0.00033,0,1,1.907,0.339,-0.339,0,1,670,1.64684,-1.64684,0,1,7.85887,0.6263,-0.6263,0,1,18638.5,,,,,3255,,,,,10.2674,0.006,-0.006,0,1,506.864,12.112,-12.112,0,1,7325.5,136.6,-136.6,0,1,3.71,0.09,-0.09,0,1,2.98,0.18,-0.18,0,1,1/29/2020 22:18,1/9/2021 12:01
755,1659.01,1659,288631580,288631580,1,PC,18h31m42.05s,277.925194,,,+82d18m21.42s,82.305949,,,6.721,0.039,-0.039,0,1,47.712,0.04,-0.04,0,1,2458687.638,0.001737,-0.001737,0,1,5.877578,0.000054,-0.000054,0,1,2.881905,0.476181,-0.476181,0,1,407.219712,53.939,-53.939,0,1,2.059293,1.554256,-1.554256,0,1,267.169237,,,,,1031.136979,,,,,9.56906,0.006,-0.006,0,1,122.494,0.307,-0.307,0,1,5977,130.6,-130.6,0,1,4.47,0.08,-0.08,0,1,1.00568,0.047839,-0.047839,0,1,1/29/2020 22:18,10/30/2020 1:59
756,166.01,166,147203645,147203645,1,PC,21h32m47.06s,323.196086,,,-44d01m04.93s,-44.018036,,,29.817,0.047,-0.047,0,1,-58.517,0.051,-0.051,0,1,2458326.384,0.0021,-0.0021,0,1,5.06136,0.000552,-0.000552,0,1,1.568033,0.082903,-0.082903,0,1,5410.551641,336.23077,-336.23077,0,1,9.855955,3.267286,-3.267286,0,1,239.127487,,,,,1002.945016,,,,,10.7258,0.006,-0.006,0,1,172.157,0.9805,-0.9805,0,1,5254,152.9,-152.9,0,1,4.45,0.36,-0.36,0,1,1.00217,0.053796,-0.053796,0,1,9/5/2018 18:34,10/30/2020 1:59
757,1660.01,1660,311121985,311121985,1,FP,05h42m19.51s,85.581285,,,+49d30m48.43s,49.513452,,,26.89,0.1,-0.1,0,1,-70.465,0.082,-0.082,0,1,2458818.071,0.00543,-0.00543,0,1,1.3567,0.00049,-0.00049,0,1,2.11,0.296,-0.296,0,1,410,1.11925,-1.11925,0,1,3.73817,0.270907,-0.270907,0,1,3045.37,,,,,2069,,,,,9.00007,0.006,-0.006,0,1,187.823,2.1665,-2.1665,0,1,6375,159.4,-159.4,0,1,4,0.09,-0.09,0,1,1.86,0.08,-0.08,0,1,1/29/2020 22:18,3/25/2020 12:00
758,1661.01,1661,312122956,312122956,1,PC,05h53m54.23s,88.475966,,,+30d26m45.75s,30.446042,,,1.027,0.203,-0.203,0,1,-4.059,0.16,-0.16,0,1,2458817.53,0.00721,-0.00721,0,1,2.05287,0.00089,-0.00089,0,1,2.876,0.486,-0.486,0,1,910,2.88668,-2.88668,0,1,,,,0,1,,,,,,,,,,,10.1283,0.072,-0.072,0,1,4488.38,1671.21,-1671.21,0,1,,,,0,1,,,,0,1,,,,0,1,1/29/2020 22:18,11/17/2020 12:00
759,1662.01,1662,339538183,339538183,1,FP,06h13m16.54s,93.318904,,,+63d41m06.03s,63.685008,,,-4.99,0.961,-0.961,0,1,0.594,1.224,-1.224,0,1,2458818.584,0.00087,-0.00087,0,1,2.60969,0.00019,-0.00019,0,1,1.415,0.125,-0.125,0,1,3550,1383.64,-1383.64,0,1,21.1467,,,0,1,2928.47,,,,,,,,,,9.7053,0.006,-0.006,0,1,294.292,,,0,1,7235,,,0,1,,,,0,1,1.78,,,0,1,1/29/2020 22:18,12/21/2020 12:00
760,1663.01,1663,353367071,353367071,1,FP,05h59m44.36s,89.934847,,,+33d30m25.09s,33.506969,,,-3.075,0.12,-0.12,0,1,-6.438,0.093,-0.093,0,1,2458819.399,0.00213,-0.00213,0,1,2.37532,0.00039,-0.00039,0,1,2.957,0.245,-0.245,0,1,1940,150.099,-150.099,0,1,13.5855,3.05985,-3.05985,0,1,24634.5,,,,,3490,,,,,9.84095,0.006,-0.006,0,1,402.261,8.8495,-8.8495,0,1,7895.7,147.4,-147.4,0,1,4.06,0.1,-0.1,0,1,2.11,0.17,-0.17,0,1,1/29/2020 22:18,1/27/2021 12:01
761,1664.01,1664,353782445,353782445,1,PC,18h27m45.09s,276.937885,,,+55d45m20.71s,55.755753,,,-11.857,0.043,-0.043,0,1,27.282,0.044,-0.044,0,1,2458689.196,0.002073,-0.002073,0,1,11.834942,0.00013,-0.00013,0,1,2.378481,0.323387,-0.323387,0,1,334.097148,22.471714,-22.471714,0,1,2.543134,1.233305,-1.233305,0,1,200.387359,,,,,959.593572,,,,,9.17708,0.006,-0.006,0,1,143.031,0.3945,-0.3945,0,1,6225,193,-193,0,1,5.06078,0.333649,-0.333649,0,1,1.33768,0.060648,-0.060648,0,1,1/29/2020 22:18,9/23/2020 10:00
762,1665.01,1665,354006740,354006740,1,FP,05h53m28.57s,88.369051,,,+37d20m21.88s,37.339411,,,-45.908,0.083,-0.083,0,1,83.682,0.067,-0.067,0,1,2458819.004,0.0022,-0.0022,0,1,1.76406,0.00029,-0.00029,0,1,3.086,0.077,-0.077,0,1,870,205.882,-205.882,0,1,12.3762,3.48063,-3.48063,0,1,40901.7,,,,,3961,,,,,6.4018,0.006,-0.006,0,1,66.5241,0.23325,-0.23325,0,1,6481.7,362.6,-362.6,0,1,,,,0,1,2.03,0.22,-0.22,0,1,1/29/2020 22:18,1/22/2021 12:01
763,1666.01,1666,368536386,368536386,1,FP,05h57m40.84s,89.420179,,,+36d45m56.9s,36.765805,,,-2.947,0.075,-0.075,0,1,-1.976,0.061,-0.061,0,1,2458818.74,0.00948,-0.00948,0,1,1.69433,0.00183,-0.00183,0,1,2.169,0.563,-0.563,0,1,650,3.70354,-3.70354,0,1,5.20733,0.47039,-0.47039,0,1,3651.29,,,,,2165,,,,,10.3693,0.006,-0.006,0,1,428.948,6.985,-6.985,0,1,7185,269,-269,0,1,4.04,0.09,-0.09,0,1,2,0.08,-0.08,0,1,1/29/2020 22:18,3/4/2020 12:58
764,1667.01,1667,409183335,409183335,1,FP,05h27m13.88s,81.807832,,,+38d35m50.83s,38.597453,,,-0.5,1.7,-1.7,0,1,-17,1.7,-1.7,0,1,2458818.228,0.00124,-0.00124,0,1,3.32125,0.00032,-0.00032,0,1,4.304,0.127,-0.127,0,1,5760,1114.22,-1114.22,0,1,25.5824,,,0,1,12389.8,,,,,,,,,,9.7229,0.014,-0.014,0,1,225.941,,,0,1,7174,,,0,1,,,,0,1,1.76,,,0,1,1/29/2020 22:18,3/4/2020 12:58
765,1668.01,1668,417705690,417705690,1,FP,23h14m25.81s,348.607533,,,+76d56m03.55s,76.93432,,,4.034,0.08,-0.08,0,1,10.082,0.064,-0.064,0,1,2458957.439,0.00512,-0.00512,0,1,2.36332,0.00044,-0.00044,0,1,3.671,0.538,-0.538,0,1,770,34.0518,-34.0518,0,1,3.79344,0.692873,-0.692873,0,1,11293.9,,,,,2871,,,,,10.0233,0.006,-0.006,0,1,130.543,0.5625,-0.5625,0,1,5420,119.5,-119.5,0,1,4.38,0.08,-0.08,0,1,1.04,0.05,-0.05,0,1,1/29/2020 22:18,7/28/2020 16:00
766,1669.01,1669,428679607,428679607,1,PC,03h03m49.55s,45.956474,,,+83d35m14.74s,83.587427,,,91.732,0.046,-0.046,0,1,-34.432,0.046,-0.046,0,1,2458843.747,0.003089,-0.003089,0,1,2.679485,0.000582,-0.000582,0,1,2.052011,0.617745,-0.617745,0,1,431.30341,50.35486,-50.35486,0,1,2.248112,3.387724,-3.387724,0,1,692.189753,,,,,1308.205712,,,,,9.52906,0.006,-0.006,0,1,111.276,0.3695,-0.3695,0,1,5550,134.2,-134.2,0,1,4.37,0.08,-0.08,0,1,1.06961,0.051683,-0.051683,0,1,1/29/2020 22:18,11/17/2020 12:00
767,167.01,167,149990841,149990841,1,PC,06h02m39s,90.662482,,,-64d49m10.14s,-64.819484,,,-3.606,2.124,-2.124,0,1,14.96,2.074,-2.074,0,1,2459178.594,0.001375,-0.001375,0,1,4.453402,0.000588,-0.000588,0,1,2.154205,0.097345,-0.097345,0,1,6136.981107,525.26776,-525.26776,0,1,,,,0,1,355.986432,,,,,1107.842728,,,,,11.6349,0.006,-0.006,0,1,310.951,158.505,-158.505,0,1,5766,158.9,-158.9,0,1,,,,0,1,,,,0,1,9/5/2018 18:34,2/2/2021 16:00
768,1670.01,1670,441739020,441739020,1,PC,17h16m04.14s,259.017252,,,+72d09m40.25s,72.161181,,,-6.094,0.05,-0.05,0,1,5.154,0.049,-0.049,0,1,2458750.884,0.000807,-0.000807,0,1,40.749442,0.000215,-0.000215,0,1,5.380765,0.044367,-0.044367,0,1,5962.151769,53.556446,-53.556446,0,1,11.05342,0.483961,-0.483961,0,1,39.909847,,,,,641.046843,,,,,9.4682,0.006,-0.006,0,1,168.067,0.687,-0.687,0,1,6453,195,-195,0,1,5.20004,0.374851,-0.374851,0,1,1.31225,0.056834,-0.056834,0,1,1/29/2020 22:18,9/12/2020 10:00
769,1670.02,1670,441739020,441739020,2,PC,17h16m04.14s,259.017252,,,+72d09m40.25s,72.161181,,,-6.094,0.05,-0.05,0,1,5.154,0.049,-0.049,0,1,2458721.947,0.004749,-0.004749,0,1,10.984217,0.000294,-0.000294,0,1,3.074853,0.300914,-0.300914,0,1,251.832483,25.405205,-25.405205,0,1,2.422213,0.248535,-0.248535,0,1,229.201164,,,,,992.370749,,,,,9.4682,0.006,-0.006,0,1,168.067,0.687,-0.687,0,1,6453,195,-195,0,1,5.20004,0.374851,-0.374851,0,1,1.31225,0.056834,-0.056834,0,1,7/16/2020 4:56,9/11/2020 16:00
770,1671.01,1671,459903429,459903429,1,FA,08h43m52.65s,130.969393,,,+86d13m42.23s,86.228398,,,20.373,0.045,-0.045,0,1,2.504,0.045,-0.045,0,1,2458821.049,0.00413,-0.00413,0,1,8.13664,0.00331,-0.00331,0,1,2.084,0.348,-0.348,0,1,840,2.89007,-2.89007,0,1,11.75,,,0,1,29.5076,,,,,649,,,,,8.71289,0.006,-0.006,0,1,221.791,1.2735,-1.2735,0,1,4913,122,-122,0,1,,,,0,1,3.96,,,0,1,1/29/2020 22:18,1/11/2021 12:01
771,1672.01,1672,468828873,468828873,1,FP,06h07m29.29s,91.872047,,,+66d51m27.72s,66.857699,,,-19.652,0.06,-0.06,0,1,-36.157,0.073,-0.073,0,1,2458819.977,0.00569,-0.00569,0,1,3.89224,0.00296,-0.00296,0,1,2.507,0.384,-0.384,0,1,660,2.29719,-2.29719,0,1,4.95932,0.395431,-0.395431,0,1,425.315,,,,,1265,,,,,10.045,0.009,-0.009,0,1,281.902,4.53,-4.53,0,1,6064,132.1,-132.1,0,1,3.94,0.08,-0.08,0,1,1.89,0.09,-0.09,0,1,1/29/2020 22:18,11/25/2020 12:00
772,1673.01,1673,470315428,470315428,1,FP,04h18m35.64s,64.648489,,,+52d51m54.12s,52.865034,,,19.482,1.018,-1.018,0,1,20.031,1.084,-1.084,0,1,2458818.197,0.00313,-0.00313,0,1,1.08625,0.00036,-0.00036,0,1,2.534,0.268,-0.268,0,1,1110,1.54697,-1.54697,0,1,4.65122,0.714178,-0.714178,0,1,4081.88,,,,,2226,,,,,10.2851,0.006,-0.006,0,1,222.358,50.771,-50.771,0,1,5562.6,419.2,-419.2,0,1,,,,0,1,1.4,0.21,-0.21,0,1,1/29/2020 22:18,11/24/2020 12:00
773,1674.01,1674,73104318,73104318.01,1,FP,04h06m53.18s,61.721603,,,+58d27m55.63s,58.465452,,,15.3,0.056,-0.056,0,1,-14.916,0.047,-0.047,0,1,2458822.593,0.00237,-0.00237,0,1,7.45494,0.00138,-0.00138,0,1,3.465,0.612,-0.612,0,1,2280,71.4002,-71.4002,0,1,15.1922,,,0,1,479.468,,,,,1303,,,,,9.46925,0.006,-0.006,0,1,201.645,1.3645,-1.3645,0,1,5029.7,16.7,-16.7,0,1,,,,0,1,2.45,,,0,1,1/29/2020 22:18,3/7/2020 12:00
774,1675.01,1675,81831095,81831095.01,1,PC,03h11m13.59s,47.806635,,,+61d45m44.59s,61.762385,,,-3.246,0.043,-0.043,0,1,-1.418,0.053,-0.053,0,1,2458794.777,0.00166,-0.00166,0,1,3.13282,0.00027,-0.00027,0,1,0.843,0.088,-0.088,0,1,1130,2.43645,-2.43645,0,1,7.37696,0.429936,-0.429936,0,1,156.974,,,,,986,,,,,9.9944,0.024,-0.024,0,1,399.401,5.3,-5.3,0,1,7478,216.5,-216.5,0,1,4.05,0.08,-0.08,0,1,2.06,0.07,-0.07,0,1,1/29/2020 22:18,1/6/2021 12:01
775,1676.01,1676,8400842,8400842.01,1,KP,04h21m52.7s,65.469581,,,+57d49m01.95s,57.817209,,,-2.516,0.083,-0.083,0,1,4.003,0.085,-0.085,0,1,2458819.064,0.000279,-0.000279,0,1,3.191584,0.000076,-0.000076,0,1,2.928765,0.021141,-0.021141,0,1,8060.107315,53.9035,-53.9035,0,1,16.27035,1.615113,-1.615113,0,1,2231.268274,,,,,1752.902245,,,,,9.441,0.006,-0.006,0,1,213.053,2.691,-2.691,0,1,6673,150.4,-150.4,0,1,4.13,0.12,-0.12,0,1,1.68685,0.167223,-0.167223,0,1,1/29/2020 22:18,1/30/2020 16:00
776,1677.01,1677,87090944,87090944.01,1,PC,03h53m56.78s,58.486586,,,+58d58m05.88s,58.9683,,,73.759,0.108,-0.108,0,1,-68.847,0.113,-0.113,0,1,2458818.209,0.00224,-0.00224,0,1,0.64367,0.00012,-0.00012,0,1,0.548,0.19,-0.19,0,1,800,15.7615,-15.7615,0,1,5.09039,0.718296,-0.718296,0,1,1438.63,,,,,1715,,,,,10.1089,0.006,-0.006,0,1,197.14,2.989,-2.989,0,1,5919.7,109,-109,0,1,4.12,0.08,-0.08,0,1,1.49,0.09,-0.09,0,1,1/29/2020 22:18,12/3/2020 12:00
777,1678.01,1678,96291218,96291218.01,1,PC,04h52m08.35s,73.034809,,,+30d16m49.39s,30.280386,,,-6.1,2.5,-2.5,0,1,-3.7,2.5,-2.5,0,1,2458820.625,0.00153,-0.00153,0,1,6.8561,0.00201,-0.00201,0,1,2.688,0.371,-0.371,0,1,4930,478.492,-478.492,0,1,20.3432,,,0,1,1560.25,,,,,,,,,,10.3614,0.006,-0.006,0,1,391.546,,,0,1,8001,,,0,1,,,,0,1,2.05,,,0,1,1/29/2020 22:18,1/6/2021 12:01
778,1679.01,1679,9837861,9837861.01,1,FP,04h42m11.66s,70.54858,,,+54d17m31.41s,54.292058,,,2.972,0.067,-0.067,0,1,-2.506,0.055,-0.055,0,1,2458817.938,0.00588,-0.00588,0,1,0.65725,0.00027,-0.00027,0,1,1.998,0.243,-0.243,0,1,310,0.637728,-0.637728,0,1,4.46803,,,0,1,5418.41,,,,,2390,,,,,9.9021,0.006,-0.006,0,1,299.399,4.3855,-4.3855,0,1,5235.5,16.3,-16.3,0,1,,,,0,1,2.68,,,0,1,1/29/2020 22:18,3/4/2020 12:58
779,168.01,168,369457671,369457671,1,PC,20h46m34.46s,311.64359,,,-37d54m15.84s,-37.904399,,,14.801,0.076,-0.076,0,1,-11.655,0.048,-0.048,0,1,2458326.5,0.00403,-0.00403,0,1,2.31257,0.00078,-0.00078,0,1,1.459,0.202,-0.202,0,1,2248.689941,6.98,-6.98,0,1,3.38244,0.258351,-0.258351,0,1,148.535995,,,,,972,,,,,11.5147,0.006,-0.006,0,1,130.977,0.8125,-0.8125,0,1,4801.5,126.199997,-126.199997,0,1,,,,0,1,0.65,0.03,-0.03,0,1,9/5/2018 18:34,10/30/2020 1:59
780,1680.01,1680,259168516,259168516,1,PC,19h29m15.35s,292.313979,,,+65d58m25.69s,65.973802,,,56.574,0.104,-0.104,0,1,-131.332,0.094,-0.094,0,1,2458687.264,0.000921,-0.000921,0,1,4.802622,0.000026,-0.000026,0,1,1.16718,0.234986,-0.234986,0,1,4889.765823,258.18228,-258.18228,0,1,1.504177,0.42906,-0.42906,0,1,4.451139,,,,,370.456769,,,,,13.3081,0.007,-0.007,0,1,37.2209,0.06155,-0.06155,0,1,3231,157,-157,0,1,5.04064,0.021914,-0.021914,0,1,0.213459,0.006402,-0.006402,0,1,1/30/2020 21:16,9/14/2020 16:00
781,1681.01,1681,321041369,321041369,1,PC,05h26m41.05s,81.671049,,,+56d57m49.01s,56.963615,,,-38.239,0.049,-0.049,0,1,5.613,0.051,-0.051,0,1,2458816.533,0.001431,-0.001431,0,1,1.537559,0.000165,-0.000165,0,1,0.882337,0.373158,-0.373158,0,1,1136.563692,102.64684,-102.64684,0,1,3.26185,2.850268,-2.850268,0,1,1160.699357,,,,,1488.674282,,,,,10.4445,0.006,-0.006,0,1,153.896,0.7695,-0.7695,0,1,5672.5,145.4,-145.4,0,1,4.51,0.08,-0.08,0,1,0.925172,0.053992,-0.053992,0,1,1/30/2020 21:16,11/17/2020 12:00
782,1682.01,1682,367366318,367366318,1,KP,05h13m10.94s,78.295591,,,+33d19m04.63s,33.317953,,,10.622,0.082,-0.082,0,1,-49.779,0.058,-0.058,0,1,2458819.253,0.00024,-0.00024,0,1,2.734786,0.000038,-0.000038,0,1,3.43706,0.011927,-0.011927,0,1,8567.487112,37.018734,-37.018734,0,1,17.232791,0.711126,-0.711126,0,1,3131.359959,,,,,1907.888534,,,,,8.14847,0.006,-0.006,0,1,136.681,0.931,-0.931,0,1,6767.9,115.7,-115.7,0,1,4.1,0.09,-0.09,0,1,1.769,0.072786,-0.072786,0,1,1/30/2020 21:16,1/30/2020 16:00
783,1683.01,1683,58542531,58542531.01,1,PC,04h23m55.12s,65.97965,,,+27d49m20.53s,27.82237,,,-16.02,0.115,-0.115,0,1,-40.952,0.078,-0.078,0,1,2458816.412,0.001704,-0.001704,0,1,3.057601,0.000336,-0.000336,0,1,1.347379,0.236343,-0.236343,0,1,1195.177021,83.17935,-83.17935,0,1,2.390933,1.892033,-1.892033,0,1,122.333824,,,,,848.215857,,,,,9.794,0.006,-0.006,0,1,51.1884,0.1389,-0.1389,0,1,4402,126.1,-126.1,0,1,4.59,0.11,-0.11,0,1,0.695095,0.059498,-0.059498,0,1,1/30/2020 21:16,12/19/2020 12:01
784,1684.01,1684,85031598,85031598.01,1,PC,04h21m23.06s,65.346085,,,+62d14m42.74s,62.245206,,,30.853,0.064,-0.064,0,1,-127.329,0.059,-0.059,0,1,2458816.412,0.001363,-0.001363,0,1,1.155109,0.00011,-0.00011,0,1,1.475194,0.082656,-0.082656,0,1,776.756455,86.63357,-86.63357,0,1,11.731358,2.910615,-2.910615,0,1,2148.746507,,,,,1736.465045,,,,,7.3543,0.006,-0.006,0,1,87.5878,0.34815,-0.34815,0,1,4815,122,-122,0,1,,,,0,1,2.98524,,,0,1,1/30/2020 21:16,11/17/2020 12:00
785,1685.01,1685,28900646,28900646.01,1,PC,04h34m22.55s,68.593953,,,+43d02m13.34s,43.03704,,,37.818,0.096,-0.096,0,1,-86.912,0.059,-0.059,0,1,2458816.225,0.001502,-0.001502,0,1,0.669174,0.000073,-0.000073,0,1,0.912603,0.515055,-0.515055,0,1,998.330993,121.64425,-121.64425,0,1,1.468637,2.622648,-2.622648,0,1,204.679022,,,,,964.69068,,,,,11.1117,0.007,-0.007,0,1,37.6153,0.07265,-0.07265,0,1,3457,157,-157,0,1,4.7705,0.006635,-0.006635,0,1,0.462408,0.013731,-0.013731,0,1,1/30/2020 21:16,1/9/2021 12:01
