rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
701,161.01,161,348770361,348770361,1,PC,03h06m44.77s,46.686553,,,-82d18m58.94s,-82.316371,,,14.9,2.9,-2.9,0,1,4.7,2.8,-2.8,0,1,2459062.109,0.001871,-0.001871,0,1,2.769178,0.000386,-0.000386,0,1,4.732515,0.171456,-0.171456,0,1,3175.651839,108.37572,-108.37572,0,1,5.601483,0.373281,-0.373281,0,1,501.358734,,,,,1206.860007,,,,,11.4964,0.006,-0.006,0,1,333.651,,,0,1,5388,,,0,1,,,,0,1,0.9849,,,0,1,9/5/2018 18:34,10/30/2020 1:59
702,1610.01,1610,219776325,219776325,1,PC,17h34m10.42s,263.543417,,,+61d07m17.3s,61.121472,,,3.627,0.041,-0.041,0,1,42.121,0.048,-0.048,0,1,2458685.362,0.000996,-0.000996,0,1,2.528739,0.000018,-0.000018,0,1,1.53104,0.218844,-0.218844,0,1,403.168046,30.450298,-30.450298,0,1,2.549592,0.953933,-0.953933,0,1,1017.612067,,,,,1440.506797,,,,,10.3727,0.006,-0.006,0,1,191.957,0.7715,-0.7715,0,1,5740.2,119.6,-119.6,0,1,4.3,0.08,-0.08,0,1,1.18565,0.056397,-0.056397,0,1,12/19/2019 20:58,9/11/2020 16:00
703,1611.01,1611,264678534,264678534,1,PC,21h40m48.39s,325.201645,,,+84d20m01.54s,84.333761,,,345.178,0.067,-0.067,0,1,63.044,0.07,-0.07,0,1,2458796.493,0.000676,-0.000676,0,1,16.202166,0.000082,-0.000082,0,1,2.853629,0.128576,-0.128576,0,1,913.715131,21.073359,-21.073359,0,1,2.370706,0.443818,-0.443818,0,1,25.57586,,,,,573.55796,,,,,7.5825,0.006,-0.006,0,1,28.2938,0.0312,-0.0312,0,1,5071,141.3,-141.3,0,1,4.58,0.09,-0.09,0,1,0.780338,0.05349,-0.05349,0,1,12/19/2019 20:58,11/17/2020 12:00
704,1612.01,1612,268403451,268403451,1,KP,18h29m54.74s,277.478075,,,+85d13m59.96s,85.233321,,,-15.354,0.038,-0.038,0,1,24.461,0.054,-0.054,0,1,2458985.798,0.000251,-0.000251,0,1,2.864075,0.000026,-0.000026,0,1,2.81713,0.01741,-0.01741,0,1,8862.050478,45.672825,-45.672825,0,1,15.598119,0.735055,-0.735055,0,1,1680.396539,,,,,1632.949275,,,,,10.0521,0.006,-0.006,0,1,234.149,1.1875,-1.1875,0,1,6082,137.7,-137.7,0,1,4.13,0.08,-0.08,0,1,1.5269,0.071658,-0.071658,0,1,12/19/2019 20:58,9/19/2020 10:00
705,1613.01,1613,272625214,272625214,1,PC,23h45m16.46s,356.318574,,,+62d08m33.72s,62.142699,,,15.96,0.054,-0.054,0,1,0.67,0.045,-0.045,0,1,2458769.608,0.00816,-0.00816,0,1,5.24666,0.00142,-0.00142,0,1,3.377,0.294,-0.294,0,1,1600,2.31592,-2.31592,0,1,5.64511,0.348928,-0.348928,0,1,577.609,,,,,1365,,,,,10.4641,0.006,-0.006,0,1,304.76,3.193,-3.193,0,1,6651,139.9,-139.9,0,1,4.27,0.09,-0.09,0,1,1.44,0.06,-0.06,0,1,12/19/2019 20:58,11/17/2020 12:00
706,1614.01,1614,317397615,317397615,1,FP,23h19m11.12s,349.796329,,,+75d01m04.31s,75.017864,,,-5.462,0.045,-0.045,0,1,-18.639,0.044,-0.044,0,1,2458765.408,0.00285,-0.00285,0,1,0.74374,0.00008,-0.00008,0,1,1.571,0.26,-0.26,0,1,610,1.22152,-1.22152,0,1,9.88119,,,0,1,2623.74,,,,,1993,,,,,10.2351,0.006,-0.006,0,1,423.272,4.72,-4.72,0,1,5182,122,-122,0,1,,,,0,1,4.04,,,0,1,12/19/2019 20:58,9/22/2020 12:00
707,1615.01,1615,317507345,317507345,1,APC,23h24m41.93s,351.174718,,,+77d37m37.61s,77.627113,,,12.588,0.054,-0.054,0,1,2.736,0.047,-0.047,0,1,2458794.763,0.00059,-0.00059,0,1,3.94018,0.00016,-0.00016,0,1,1.991,0.076,-0.076,0,1,15860,103.321999,-103.321999,0,1,24.053301,2.25373,-2.25373,0,1,942.429993,,,,,1543,,,,,9.68708,0.006,-0.006,0,1,260.494,2.111,-2.111,0,1,7170,213.800003,-213.800003,0,1,4.31,0.08,-0.08,0,1,1.52,0.09,-0.09,0,1,12/19/2019 20:58,11/30/2020 3:13
708,1616.01,1616,322054600,322054600,1,PC,21h35m28.84s,323.87017,,,+68d59m14.31s,68.987307,,,-2.787,0.058,-0.058,0,1,-13.286,0.049,-0.049,0,1,2458764.789,0.00249,-0.00249,0,1,1.34323,0.00008,-0.00008,0,1,0.77,0.258,-0.258,0,1,710,7.18507,-7.18507,0,1,4.70312,0.473236,-0.473236,0,1,844.66,,,,,1501,,,,,10.4505,0.006,-0.006,0,1,304.408,2.3795,-2.3795,0,1,6713,189.7,-189.7,0,1,4.27,0.09,-0.09,0,1,1.45,0.06,-0.06,0,1,12/19/2019 20:58,1/9/2021 12:01
709,1617.01,1617,322202434,322202434,1,FP,21h41m18.01s,325.32505,,,+68d48m25.93s,68.807202,,,51.799,0.044,-0.044,0,1,29.15,0.044,-0.044,0,1,2458739.318,0.001393,-0.001393,0,1,1.401454,0.00002,-0.00002,0,1,1.362997,0.329693,-0.329693,0,1,294.616808,34.247444,-34.247444,0,1,1.64699,2.409111,-2.409111,0,1,1255.224477,,,,,1518.099018,,,,,10.2505,0.006,-0.006,0,1,133.496,0.4335,-0.4335,0,1,5521,182.2,-182.2,0,1,4.48,0.08,-0.08,0,1,0.942619,0.047329,-0.047329,0,1,12/19/2019 20:58,9/23/2020 10:00
710,1618.01,1618,376838000,376838000,1,FP,22h43m38.32s,340.909648,,,+69d05m30.94s,69.091928,,,11.937,0.055,-0.055,0,1,2.525,0.049,-0.049,0,1,2458765.06,0.0045,-0.0045,0,1,2.1679,0.00031,-0.00031,0,1,1.39,0.551,-0.551,0,1,560,5.50695,-5.50695,0,1,5.32848,0.574709,-0.574709,0,1,10508.5,,,,,2820,,,,,9.9272,0.033,-0.033,0,1,451.796,6.61,-6.61,0,1,10596,671.7,-671.7,0,1,4.27,0.09,-0.09,0,1,2,0.1,-0.1,0,1,12/19/2019 20:58,6/23/2020 12:00
711,1619.01,1619,377144784,377144784,1,PC,22h49m46.54s,342.443925,,,+68d15m03.86s,68.251071,,,68.76,0.048,-0.048,0,1,3.244,0.044,-0.044,0,1,2458765.694,0.00763,-0.00763,0,1,2.38723,0.00066,-0.00066,0,1,2.974,0.336,-0.336,0,1,590,1.23821,-1.23821,0,1,11.5,,,0,1,734.347,,,,,1450,,,,,10.0552,0.006,-0.006,0,1,396.201,4.0995,-4.0995,0,1,5017,122,-122,0,1,,,,0,1,4.73,,,0,1,12/19/2019 20:58,11/17/2020 12:00
712,162.01,162,99493790,99493790.01,1,APC,21h10m33.58s,317.639908,,,-23d18m20.94s,-23.305817,,,50.863,0.096,-0.096,0,1,-19.94,0.061,-0.061,0,1,2458332.982,0.00071,-0.00071,0,1,7.76686,0.00094,-0.00094,0,1,3.291,0.097,-0.097,0,1,24391.19922,7.83,-7.83,0,1,17.508699,0.418873,-0.418873,0,1,82.9216,,,,,840,,,,,11.6834,0.007,-0.007,0,1,274.733,5.45,-5.45,0,1,5404.700195,43,-43,0,1,4.4,2,-2,0,1,1.02,0.02,-0.02,0,1,9/5/2018 18:34,11/30/2020 3:13
713,1620.01,1620,378291076,378291076,1,PC,23h52m51.27s,358.213636,,,+61d21m36.94s,61.36026,,,12.29,0.04,-0.04,0,1,-14.458,0.032,-0.032,0,1,2458764.902,0.00985,-0.00985,0,1,1.59878,0.00049,-0.00049,0,1,2.125,0.508,-0.508,0,1,310,1.24031,-1.24031,0,1,2.58244,0.215214,-0.215214,0,1,2743.62,,,,,2016,,,,,9.53523,0.006,-0.006,0,1,207.505,1.044,-1.044,0,1,6594,142.3,-142.3,0,1,4.23,0.09,-0.09,0,1,1.49,0.07,-0.07,0,1,12/19/2019 20:58,11/17/2020 12:00
714,1621.01,1621,387260717,387260717,1,PC,20h37m23.72s,309.348824,,,+70d57m14.72s,70.954088,,,10.531,0.071,-0.071,0,1,-20.418,0.067,-0.067,0,1,2458743.184,0.01184,-0.01184,0,1,6.45054,0.0016,-0.0016,0,1,3.538,0.526,-0.526,0,1,360,1.14198,-1.14198,0,1,1.86446,0.139997,-0.139997,0,1,636.986,,,,,1399,,,,,9.97595,0.006,-0.006,0,1,161.088,0.778,-0.778,0,1,7257,418.7,-418.7,0,1,4.64,0.11,-0.11,0,1,1.02,0.04,-0.04,0,1,12/19/2019 20:58,5/20/2020 16:00
715,1622.01,1622,388076005,388076005,1,FP,21h12m11.95s,318.049804,,,+68d03m08.89s,68.05247,,,54.237,0.038,-0.038,0,1,29.051,0.044,-0.044,0,1,2458955.866,0.004265,-0.004265,0,1,1.714019,0.00047,-0.00047,0,1,5.233587,0.29658,-0.29658,0,1,1943.504335,125.54909,-125.54909,0,1,4.606829,0.443928,-0.443928,0,1,1384.314474,,,,,1555.70927,,,,,9.39435,0.006,-0.006,0,1,113.845,0.291,-0.291,0,1,5932.2,71.4,-71.4,0,1,4.48,0.08,-0.08,0,1,1.00137,0.047035,-0.047035,0,1,12/19/2019 20:58,10/7/2020 16:00
716,1623.01,1623,407394748,407394748,1,APC,00h21m40.96s,5.420651,,,+77d52m48.26s,77.880071,,,17.7,1.7,-1.7,0,1,10,1.8,-1.8,0,1,2458793.036,0.00111,-0.00111,0,1,1.50455,0.00001,-0.00001,0,1,1.105,0.218,-0.218,0,1,1140,1.40645,-1.40645,0,1,6.67879,,,0,1,2541.39,,,,,,,,,,9.5287,0.006,-0.006,0,1,280.381,,,0,1,7325.2,111.9,-111.9,0,1,,,,0,1,1.77,,,0,1,12/19/2019 20:58,11/30/2020 3:13
717,1624.01,1624,461387302,461387302,1,FP,00h12m05.23s,3.021798,,,+66d39m01.88s,66.650523,,,19.05,0.046,-0.046,0,1,-8.532,0.045,-0.045,0,1,2458765.95,0.01061,-0.01061,0,1,5.80783,0.00195,-0.00195,0,1,4.91,0.871,-0.871,0,1,560,1.14635,-1.14635,0,1,3.06399,0.200374,-0.200374,0,1,1025.36,,,,,1576,,,,,10.2763,0.006,-0.006,0,1,234.455,1.54,-1.54,0,1,6406,179.8,-179.8,0,1,4.34,0.09,-0.09,0,1,1.27,0.06,-0.06,0,1,12/19/2019 20:58,6/5/2020 12:00
718,1625.01,1625,470852531,470852531,1,PC,23h58m57.88s,359.741171,,,+61d33m14.72s,61.554089,,,37.502,0.052,-0.052,0,1,-13.408,0.071,-0.071,0,1,2458765.534,0.00394,-0.00394,0,1,1.49446,0.00023,-0.00023,0,1,2.114,0.367,-0.367,0,1,890,1.6014,-1.6014,0,1,4.21366,0.272462,-0.272462,0,1,3024.1,,,,,2065,,,,,10.2918,0.006,-0.006,0,1,269.476,2.3625,-2.3625,0,1,6587,163.9,-163.9,0,1,4.27,0.09,-0.09,0,1,1.43,0.06,-0.06,0,1,12/19/2019 20:58,1/9/2021 12:01
719,1626.01,1626,157586003,157586003,1,KP,18h37m02.99s,279.262473,,,+40d01m07.29s,40.018691,,,8.779,0.044,-0.044,0,1,0.25,0.043,-0.043,0,1,2459011.266,0.001221,-0.001221,0,1,3.332685,0.000293,-0.000293,0,1,3.725005,0.088556,-0.088556,0,1,8500.663135,163.51752,-163.51752,0,1,16.506717,0.881024,-0.881024,0,1,1512.957479,,,,,1590.656594,,,,,12.0545,0.007,-0.007,0,1,610.176,8.8895,-8.8895,0,1,5768.2,140,-140,0,1,4,0.07,-0.07,0,1,1.69483,0.084276,-0.084276,0,1,1/14/2020 19:29,8/12/2020 16:00
720,1627.01,1627,424435940,424435940,1,KP,18h18m48.3s,274.701253,,,+45d10m19.99s,45.172219,,,32.58,0.04,-0.04,0,1,47.14,0.043,-0.043,0,1,2458986.982,0.000409,-0.000409,0,1,5.01713,0.000077,-0.000077,0,1,3.697742,0.030186,-0.030186,0,1,14203.91355,106.18225,-106.18225,0,1,13.4728,0.620153,-0.620153,0,1,404.72024,,,,,1143.953787,,,,,11.2311,0.007,-0.007,0,1,290.404,1.819,-1.819,0,1,5930,435.4,-435.4,0,1,4.4,0.08,-0.08,0,1,1.10013,0.05004,-0.05004,0,1,1/14/2020 19:29,9/11/2020 16:00
721,1628.01,1628,284475976,284475976,1,KP,19h24m38.97s,291.162386,,,+55d28m22.9s,55.473027,,,6.141,0.039,-0.039,0,1,-27.969,0.041,-0.041,0,1,2458929.42,0.000362,-0.000362,0,1,2.143628,0.000011,-0.000011,0,1,3.122468,0.029383,-0.029383,0,1,9619.631894,72.75747,-72.75747,0,1,18.374438,0.975748,-0.975748,0,1,3410.278733,,,,,1949.024143,,,,,11.1541,0.007,-0.007,0,1,454.144,4.423,-4.423,0,1,6148,140.8,-140.8,0,1,4.01,0.08,-0.08,0,1,1.77061,0.093186,-0.093186,0,1,1/14/2020 19:29,9/23/2020 10:00
722,1629.01,1629,310003988,310003988,1,KP,14h59m29.49s,224.872859,,,+46d57m36.36s,46.9601,,,5.323,0.038,-0.038,0,1,-7.851,0.047,-0.047,0,1,2458932.207,0.000659,-0.000659,0,1,4.542168,0.0001,-0.0001,0,1,4.241964,0.049411,-0.049411,0,1,9240.662972,107.1903,-107.1903,0,1,17.174292,0.914617,-0.914617,0,1,1096.859647,,,,,1467.768336,,,,,11.191,0.007,-0.007,0,1,435.156,4.3895,-4.3895,0,1,5939.3,133.1,-133.1,0,1,4,0.08,-0.08,0,1,1.72829,0.089894,-0.089894,0,1,1/14/2020 19:29,9/23/2020 10:00
723,163.01,163,179317684,179317684,1,CP,05h19m04.38s,79.768253,,,-71d53m43.9s,-71.895527,,,7.14,0.067,-0.067,0,1,16.374,0.078,-0.078,0,1,2459204.724,0.000692,-0.000692,0,1,4.231032,0.000251,-0.000251,0,1,4.294078,0.057817,-0.057817,0,1,7069.077089,89.51382,-89.51382,0,1,14.329467,0.702979,-0.702979,0,1,1489.151394,,,,,1584.362164,,,,,10.8719,0.006,-0.006,0,1,411.719,8.01,-8.01,0,1,6671,130.6,-130.6,0,1,4.14,0.09,-0.09,0,1,1.66402,0.078106,-0.078106,0,1,9/5/2018 18:34,2/19/2021 16:00
724,1630.01,1630,317597583,317597583,1,PC,23h28m04s,352.016676,,,+75d33m09.39s,75.552607,,,-5.247,0.048,-0.048,0,1,-34.379,0.039,-0.039,0,1,2458773.875,0.001305,-0.001305,0,1,12.055626,0.000107,-0.000107,0,1,2.024194,0.341706,-0.341706,0,1,807.386287,50.566456,-50.566456,0,1,2.385641,1.506772,-1.506772,0,1,52.423469,,,,,686.279758,,,,,8.9943,0.006,-0.006,0,1,66.0929,0.12895,-0.12895,0,1,5504,129.9,-129.9,0,1,4.58,0.08,-0.08,0,1,0.831212,0.042116,-0.042116,0,1,1/14/2020 19:46,11/17/2020 12:00
725,1631.01,1631,29054413,29054413.01,1,PC,03h23m39.95s,50.916451,,,+25d02m52.57s,25.047935,,,19.764,0.085,-0.085,0,1,-31.774,0.057,-0.057,0,1,2458795.502,0.002248,-0.002248,0,1,7.626095,0.001614,-0.001614,0,1,1.289492,0.822931,-0.822931,0,1,1491.824585,262.566071,-262.566071,0,1,3.677997,6.868384,-6.868384,0,1,129.441803,,,,,860.277161,,,,,10.4289,0.006,-0.006,0,1,140.065,0.89,-0.89,0,1,5473,148.925995,-148.925995,0,1,4.46488,0.080352,-0.080352,0,1,0.949022,0.05045,-0.05045,0,1,1/14/2020 19:46,11/5/2020 12:00
726,1632.01,1632,51024887,51024887.01,1,FP,02h48m37.25s,42.155188,,,+62d11m21.34s,62.18926,,,112.945,0.128,-0.128,0,1,-104.348,0.161,-0.161,0,1,2458797.345,0.004051,-0.004051,0,1,8.249187,0.0032,-0.0032,0,1,4.980785,0.344209,-0.344209,0,1,117724.0313,11101.49805,-11101.49805,0,1,8.047698,35.753082,-35.753082,0,1,1.15526,,,,,264.417206,,,,,14.9885,0.011,-0.011,0,1,41.5305,0.15765,-0.15765,0,1,2990,158,-158,0,1,5.13581,0.03813,-0.03813,0,1,0.165066,0.005024,-0.005024,0,1,1/14/2020 19:46,10/24/2020 12:00
727,1633.01,1633,165551882,165551882,1,FA,17h47m04.16s,266.767331,,,+57d13m35.98s,57.226662,,,135.163,0.06,-0.06,0,1,441.578,0.062,-0.062,0,1,2458798.104,0.004239,-0.004239,0,1,12.15828,0.005805,-0.005805,0,1,2.140684,0.730491,-0.730491,0,1,3430.776367,515.454346,-515.454346,0,1,1.916028,1.055583,-1.055583,0,1,2.674152,,,,,326.14917,,,,,12.5441,0.007,-0.007,0,1,48.049,0.06325,-0.06325,0,1,3429,157,-157,0,1,4.90092,0.003213,-0.003213,0,1,0.3232,0.009543,-0.009543,0,1,1/14/2020 19:46,10/30/2020 1:59
728,1634.01,1634,201186294,201186294,1,PC,03h45m33.75s,56.39061,,,+37d06m44.21s,37.11228,,,81.643,0.081,-0.081,0,1,13.486,0.058,-0.058,0,1,2458791.515,0.001337,-0.001337,0,1,0.98933,0.000106,-0.000106,0,1,1.035761,0.397962,-0.397962,0,1,1519.669556,132.897339,-132.897339,0,1,1.830385,1.72994,-1.72994,0,1,122.215027,,,,,848.009888,,,,,11.0136,0.007,-0.007,0,1,35.2736,0.05265,-0.05265,0,1,3455,157,-157,0,1,4.76798,0.00654,-0.00654,0,1,0.465258,0.013629,-0.013629,0,1,1/14/2020 19:46,12/3/2020 12:00
729,1635.01,1635,230086768,230086768,1,FP,16h26m29.78s,246.624072,,,+66d08m39.21s,66.144224,,,-48.099,0.056,-0.056,0,1,141.604,0.061,-0.061,0,1,2458736.131,0.00049,-0.00049,0,1,34.927272,0.000348,-0.000348,0,1,2.702452,0.03458,-0.03458,0,1,108977.5863,2101.3462,-2101.3462,0,1,14.029215,0.596215,-0.596215,0,1,0.817115,,,,,242.488146,,,,,13.4447,0.007,-0.007,0,1,89.6716,0.26635,-0.26635,0,1,3496,63,-63,0,1,4.9,,,0,1,0.389199,0.011613,-0.011613,0,1,1/14/2020 19:46,10/7/2020 16:00
730,1636.01,1636,269892793,269892793,1,APC,02h57m10.31s,44.292951,,,+33d18m45.57s,33.312657,,,23.799,0.24,-0.24,0,1,-7.395,0.214,-0.214,0,1,2458792.135,0.000307,-0.000307,0,1,1.772988,0.000042,-0.000042,0,1,1.832089,0.026247,-0.026247,0,1,27287.66797,264.003937,-264.003937,0,1,18.984379,9.064306,-9.064306,0,1,317.764404,,,,,1076.827271,,,,,11.9056,0.006,-0.006,0,1,152.983,3.3105,-3.3105,0,1,4769,128.626999,-128.626999,0,1,4.64845,0.09747,-0.09747,0,1,0.687841,0.051513,-0.051513,0,1,1/14/2020 19:46,12/27/2020 12:01
731,1637.01,1637,286355915,286355915,1,APC,02h31m34.38s,37.893241,,,+34d22m08.13s,34.368925,,,-3.814,0.091,-0.091,0,1,2.129,0.081,-0.081,0,1,2458793.116,0.000539,-0.000539,0,1,4.076757,0.000171,-0.000171,0,1,4.365685,0.040429,-0.040429,0,1,10466.95215,108.853844,-108.853844,0,1,17.428812,0.779526,-0.779526,0,1,1443.053589,,,,,1571.955933,,,,,10.6479,0.009,-0.009,0,1,374.442,6.276,-6.276,0,1,6531.439941,109.703003,-109.703003,0,1,4.13711,0.087449,-0.087449,0,1,1.64302,0.072188,-0.072188,0,1,1/14/2020 19:46,11/30/2020 3:13
732,1638.01,1638,312862941,312862941,1,PC,01h01m17.17s,15.321545,,,+55d41m52.84s,55.69801,,,-28.063,0.034,-0.034,0,1,14.603,0.038,-0.038,0,1,2458791.146,0.001125,-0.001125,0,1,0.915094,0.000079,-0.000079,0,1,0.763029,0.107519,-0.107519,0,1,5491.831543,448.798065,-448.798065,0,1,8.637166,21.635502,-21.635502,0,1,357.931732,,,,,1109.353149,,,,,12.1312,0.007,-0.007,0,1,126.283,0.4825,-0.4825,0,1,3810,157,-157,0,1,4.56875,0.012291,-0.012291,0,1,0.701237,0.020553,-0.020553,0,1,1/14/2020 19:46,11/17/2020 12:00
733,1639.01,1639,348673213,348673213,1,PC,02h23m13.76s,35.807322,,,+56d34m12.05s,56.570014,,,20.893,0.046,-0.046,0,1,-34.883,0.056,-0.056,0,1,2458791.468,0.002783,-0.002783,0,1,0.901465,0.000192,-0.000192,0,1,2.556216,0.382585,-0.382585,0,1,3156.565918,241.35936,-241.35936,0,1,3.434813,0.997843,-0.997843,0,1,325.547028,,,,,1083.360962,,,,,12.974,0.007,-0.007,0,1,153.986,0.6375,-0.6375,0,1,3896,157,-157,0,1,4.64192,0.011223,-0.011223,0,1,0.611023,0.018322,-0.018322,0,1,1/14/2020 19:46,1/9/2021 12:01
734,164.01,164,79395355,79395355.01,1,FP,21h20m13.03s,320.054292,,,-51d18m35.9s,-51.309972,,,18.03,0.053,-0.053,0,1,-14.704,0.064,-0.064,0,1,2458328.337,0.00377,-0.00377,0,1,7.31898,0.00224,-0.00224,0,1,3.771,0.886,-0.886,0,1,3809.300049,10.2,-10.2,0,1,8.79673,0.51237,-0.51237,0,1,468.717987,,,,,1296,,,,,11.407,0.006,-0.006,0,1,360.131,4.613,-4.613,0,1,5926,79.5,-79.5,0,1,4.27,2.01,-2.01,0,1,1.3,0.03,-0.03,0,1,9/5/2018 18:34,12/17/2019 10:00
735,1640.01,1640,396562848,396562848,1,PC,02h57m21.33s,44.338874,,,+76d33m05.06s,76.551405,,,691.036,0.051,-0.051,0,1,-399.685,0.052,-0.052,0,1,2458792.604,0.000376,-0.000376,0,1,1.949521,0.000007,-0.000007,0,1,0.675837,0.156497,-0.156497,0,1,2184.504585,111.143616,-111.143616,0,1,1.257162,0.4658,-0.4658,0,1,23.372508,,,,,560.784603,,,,,11.0548,0.007,-0.007,0,1,18.2276,0.011,-0.011,0,1,3414,157,-157,0,1,4.97292,0.011628,-0.011628,0,1,0.260187,0.007843,-0.007843,0,1,1/14/2020 19:46,11/17/2020 12:00
736,1641.01,1641,422923265,422923265,1,PC,02h40m58.94s,40.245588,,,+42d52m16.49s,42.871248,,,2.118,0.25,-0.25,0,1,-6.461,0.238,-0.238,0,1,2458791.787,0.001256,-0.001256,0,1,1.864989,0.000181,-0.000181,0,1,1.008516,0.211027,-0.211027,0,1,1159.430054,98.740318,-98.740318,0,1,12.538129,2.963973,-2.963973,0,1,60795.01172,,,,,4004.854492,,,,,9.616,0.007,-0.007,0,1,769.138,112.928,-112.928,0,1,9898,151.436005,-151.436005,0,1,3.77846,0.143563,-0.143563,0,1,3.39909,0.520522,-0.520522,0,1,1/14/2020 19:46,1/6/2021 12:01
737,1642.01,1642,229940491,229940491,1,PC,19h12m11.88s,288.049519,,,+63d39m25.42s,63.657061,,,6.087,0.057,-0.057,0,1,22.075,0.049,-0.049,0,1,2458699.059,0.00148,-0.00148,0,1,37.459426,0.0003,-0.0003,0,1,2.961001,0.095271,-0.095271,0,1,6334.37889,192.58481,-192.58481,0,1,17.782638,7.154237,-7.154237,0,1,44.292204,,,,,657.96315,,,,,11.1169,0.006,-0.006,0,1,338.948,3.4525,-3.4525,0,1,5730,122.969,-122.969,0,1,4.09817,0.077937,-0.077937,0,1,1.49585,0.072744,-0.072744,0,1,1/24/2020 23:03,9/23/2020 16:00
738,1643.01,1643,298647682,298647682,1,PC,18h09m03.42s,272.264241,,,+53d13m03.82s,53.217729,,,-50.733,0.051,-0.051,0,1,22.153,0.046,-0.046,0,1,2458691.508,0.000836,-0.000836,0,1,20.078713,0.000085,-0.000085,0,1,1.183121,0.157778,-0.157778,0,1,1080.370952,57.242672,-57.242672,0,1,2.521651,1.638446,-1.638446,0,1,15.860285,,,,,508.976222,,,,,8.6628,0.006,-0.006,0,1,40.6988,0.03935,-0.03935,0,1,4763,130.968,-130.968,0,1,4.54306,0.094438,-0.094438,0,1,0.777584,0.057143,-0.057143,0,1,1/24/2020 23:03,9/28/2020 12:00
739,1644.01,1644,22843856,22843856.01,1,FP,02h36m01.57s,39.006522,,,+25d35m18.46s,25.588461,,,4.7,2.1,-2.1,0,1,-17,2.1,-2.1,0,1,2458790.98,0.000451,-0.000451,0,1,1.849754,0.000059,-0.000059,0,1,2.145234,0.034197,-0.034197,0,1,6568.293945,99.384064,-99.384064,0,1,14.925165,2.898153,-2.898153,0,1,1555.726929,,,,,1601.780884,,,,,9.8203,0.006,-0.006,0,1,163.49,,,0,1,6019,,,0,1,4.438,,,0,1,1.23599,,,0,1,1/24/2020 23:33,3/4/2020 12:58
740,1645.01,1645,184679932,184679932,1,FP,02h09m10.59s,32.294112,,,+40d24m06.99s,40.401942,,,20.364,0.071,-0.071,0,1,-14.744,0.081,-0.081,0,1,2458791.426,0.000115,-0.000115,0,1,2.172142,0.000019,-0.000019,0,1,2.748082,0.008388,-0.008388,0,1,17864.55273,76.04454,-76.04454,0,1,18.085035,0.80864,-0.80864,0,1,1872.528931,,,,,1677.748535,,,,,9.25319,0.006,-0.006,0,1,146.653,0.8685,-0.8685,0,1,6198,125.762001,-125.762001,0,1,4.27912,0.081649,-0.081649,0,1,1.30937,0.058417,-0.058417,0,1,1/24/2020 23:33,3/4/2020 12:58
741,1646.01,1646,387527558,387527558,1,FA,20h49m18.5s,312.32708,,,+70d47m47.77s,70.796604,,,33.323,0.049,-0.049,0,1,58.22,0.056,-0.056,0,1,2458794.103,0.001882,-0.001882,0,1,3.623909,0.002748,-0.002748,0,1,2.656801,0.189966,-0.189966,0,1,26979.82031,2005.456055,-2005.456055,0,1,6.934714,0.468608,-0.468608,0,1,4.616839,,,,,373.857361,,,,,13.0367,0.007,-0.007,0,1,82.1294,0.20165,-0.20165,0,1,3514,157,-157,0,1,4.81377,0.004238,-0.004238,0,1,0.414101,0.012331,-0.012331,0,1,1/24/2020 23:33,10/30/2020 1:59
742,1647.01,1647,154927364,154927364,1,FP,13h51m29.81s,207.874218,,,+84d04m17.81s,84.071615,,,-14.658,0.052,-0.052,0,1,8.105,0.052,-0.052,0,1,2458688.992,0.00055,-0.00055,0,1,6.97378,0.0003,-0.0003,0,1,2.777,0.123,-0.123,0,1,9642.49,102.735,-102.735,0,1,20.7856,2.2525,-2.2525,0,1,334.906,,,,,1191,,,,,10.249,0.007,-0.007,0,1,306.502,3.1535,-3.1535,0,1,5821.7,96.2,-96.2,0,1,3.97,0.08,-0.08,0,1,1.92,0.06,-0.06,0,1,1/29/2020 22:18,3/10/2020 12:00
